student_id,school_year,grade_level,section,assessment_quarter,mathematics_grade,english_grade,science_grade,filipino_grade,araling_panlipunan_grade,esp_grade,mapeh_grade,tle_grade,general_average,failed_subjects,present_days,absent_days,late_days,excused_absences,attendance_rate,behavior_core_value,behavior_indicator,behavior_teacher_rating,behavior_quarter,teacher_remarks,intervention_type,intervention_date,intervention_reason,intervention_outcome,improved_after_intervention,risk_status,absent_percentage,late_percentage,high_grade_count,has_intervention,number_of_interventions,risk_label
ST-0531,2025-2026,Grade 10,D,4,61.03,64.2,60.83,78.64,59.71,75.81,74.53,82.64,69.67,3,100,0,2,0,99.0,Compassion,Practices honesty,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0532,2025-2026,Grade 6,C,1,85.51,88.45,88.05,81.1,83.16,86.25,83.15,86.32,85.25,0,100,0,1,0,99.5,Compassion,Practices honesty,SO,1,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,0,1,1,1
ST-0533,2025-2026,Grade 8,A,2,90.54,95.12,81.92,87.41,65.5,87.51,91.28,85.46,85.59,0,99,1,1,0,98.25,Integrity,Shows respect to teachers and peers,RO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,3,1,1,0
ST-0534,2024-2025,Grade 10,B,3,74.94,71.38,67.87,76.84,87.98,96.5,77.66,82.76,79.49,0,99,1,1,1,98.25,Excellence,Shows respect to teachers and peers,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0535,2024-2025,Grade 8,A,1,78.5,78.05,76.48,77.67,83.15,72.38,79.41,79.02,78.08,0,99,1,1,1,98.25,Compassion,Completes assignments on time,AO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0536,2025-2026,Grade 9,B,4,94.85,83.1,86.49,88.48,78.86,72.81,84.17,89.83,84.82,0,99,1,1,1,98.25,Integrity,Practices honesty,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0537,2025-2026,Grade 6,C,3,78.85,71.88,94.02,78.12,83.69,75.84,68.26,86.2,79.61,0,94,6,2,1,91.5,Excellence,Practices honesty,SO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,5.99999999994,1.99999999998,1,1,1,1
ST-0538,2025-2026,Grade 4,B,2,92.35,81.93,86.65,84.89,88.1,96.47,97.76,100.0,91.02,0,99,1,2,1,97.75,Responsibility,Practices honesty,SO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,4,1,1,0
ST-0539,2025-2026,Grade 5,B,4,82.99,68.93,78.71,72.92,86.21,87.04,88.71,83.79,81.16,0,99,1,0,1,98.75,Responsibility,Displays kindness and empathy,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0540,2025-2026,Grade 8,C,4,90.76,89.32,86.73,80.82,74.8,89.51,81.54,80.62,84.26,0,99,1,1,1,98.25,Respect,Completes assignments on time,SO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0541,2024-2025,Grade 10,A,2,81.64,70.63,88.57,80.92,71.59,86.28,81.48,82.32,80.43,0,100,0,2,0,99.0,Compassion,Shows respect to teachers and peers,AO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0542,2024-2025,Grade 8,C,4,79.4,87.12,72.47,90.39,78.2,70.41,87.5,76.03,80.19,0,95,5,3,3,92.25,Excellence,Displays kindness and empathy,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,4.99999999995,2.99999999997,1,1,1,1
ST-0543,2024-2025,Grade 7,C,2,81.19,72.34,69.34,60.46,77.96,75.19,85.88,85.79,76.02,1,95,5,4,0,91.75,Compassion,Practices honesty,RO,2,Needs follow-up on attendance and punctuality,Behavioral Monitoring,2025-02-15,Need for academic support and monitoring,Worsened,True,At Risk,4.99999999995,3.99999999996,0,1,1,1
ST-0544,2025-2026,Grade 10,D,4,79.48,83.98,85.27,82.56,71.16,66.43,93.3,70.25,79.05,0,93,7,0,0,91.25,Responsibility,Displays kindness and empathy,RO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,6.99999999993,0.0,1,1,1,1
ST-0545,2024-2025,Grade 8,B,1,68.53,69.55,61.11,61.45,57.01,77.95,75.34,69.6,67.57,2,99,1,4,0,96.75,Respect,Shows respect to teachers and peers,RO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,3.99999999996,0,1,1,0
ST-0546,2025-2026,Grade 10,B,2,73.09,88.54,61.81,63.2,63.31,79.03,69.74,64.52,70.41,2,98,2,0,0,97.5,Respect,Completes assignments on time,SO,2,Improving steadily in class participation,Counseling,2025-02-15,Parent/guardian concern about performance,Not Yet Evaluated,False,At Risk,1.99999999998,0.0,0,1,1,1
ST-0547,2025-2026,Grade 10,B,2,70.75,87.19,82.2,87.46,77.97,87.42,99.81,82.54,84.42,0,99,1,0,0,98.75,Respect,Demonstrates effort and perseverance,AO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0548,2024-2025,Grade 9,D,1,82.88,63.62,77.5,71.16,91.34,79.87,82.0,74.86,77.9,0,100,0,2,0,99.0,Excellence,Completes assignments on time,AO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,1,1,1,0
ST-0549,2024-2025,Grade 4,C,4,96.71,67.59,68.31,89.38,81.07,87.81,87.03,77.46,81.92,0,100,0,0,0,100.0,Integrity,Displays kindness and empathy,NO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0550,2025-2026,Grade 10,B,2,74.07,77.07,70.14,80.21,85.45,74.14,78.73,85.39,78.15,0,94,6,2,3,91.5,Respect,Displays kindness and empathy,AO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,5.99999999994,1.99999999998,0,1,1,0
ST-0551,2024-2025,Grade 6,D,3,56.53,78.45,72.12,72.2,73.22,88.86,70.79,70.87,72.88,2,99,1,1,0,98.25,Excellence,Practices honesty,RO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0552,2024-2025,Grade 7,C,4,77.59,62.49,76.23,64.05,67.72,77.48,74.18,57.69,69.68,3,99,1,2,1,97.75,Excellence,Demonstrates effort and perseverance,RO,4,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0553,2024-2025,Grade 7,D,1,86.7,88.86,74.23,81.87,99.03,73.14,84.59,80.85,83.66,0,100,0,0,1,100.0,Respect,Practices honesty,SO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0554,2024-2025,Grade 9,A,3,84.71,61.6,74.08,82.17,85.27,78.92,84.92,77.01,78.58,0,99,1,1,0,98.25,Excellence,Demonstrates effort and perseverance,AO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0555,2024-2025,Grade 10,D,4,82.4,87.63,92.31,83.57,74.54,86.14,87.07,56.94,81.33,0,100,0,1,0,99.5,Compassion,Practices honesty,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0556,2024-2025,Grade 9,D,3,59.79,65.26,62.45,79.76,57.14,65.56,64.68,61.96,64.58,3,97,3,5,0,93.75,Respect,Completes assignments on time,RO,3,Improving steadily in class participation,Academic Monitoring,2025-03-15,Parent/guardian concern about performance,Improved,False,At Risk,2.99999999997,4.99999999995,0,1,1,1
ST-0557,2024-2025,Grade 8,B,2,74.08,79.0,73.95,78.45,64.35,84.86,74.83,67.59,74.64,2,100,0,0,0,100.0,Responsibility,Completes assignments on time,RO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.0,0.0,0,1,1,1
ST-0558,2024-2025,Grade 4,B,4,63.71,71.45,71.72,59.87,85.1,74.42,61.38,72.66,70.04,2,95,5,3,0,92.25,Respect,Demonstrates effort and perseverance,NO,4,Needs follow-up on attendance and punctuality,Parent/Guardian Conference,2025-04-15,Frequent absences and missing assignments,Not Yet Evaluated,,Not At Risk,4.99999999995,2.99999999997,0,1,1,0
ST-0559,2024-2025,Grade 7,B,2,80.5,93.2,78.29,83.18,86.58,94.94,81.4,89.94,86.0,0,100,0,0,0,100.0,Excellence,Practices honesty,AO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,2,1,1,0
ST-0560,2024-2025,Grade 4,A,4,87.7,95.09,84.74,70.37,77.65,71.66,90.13,78.91,82.03,0,100,0,1,1,99.5,Excellence,Shows respect to teachers and peers,RO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0561,2024-2025,Grade 5,B,3,86.36,75.18,80.78,84.57,70.27,75.11,93.79,75.54,80.2,0,100,0,1,1,99.5,Respect,Displays kindness and empathy,NO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0562,2025-2026,Grade 7,D,2,67.37,60.74,66.08,80.2,67.93,71.8,73.49,72.09,69.96,3,100,0,2,1,99.0,Respect,Practices honesty,NO,2,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0563,2024-2025,Grade 4,A,2,84.25,86.89,82.33,84.38,83.31,81.3,80.77,90.47,84.21,0,100,0,1,0,99.5,Respect,Displays kindness and empathy,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,1,1,1,1
ST-0564,2025-2026,Grade 5,C,1,90.55,56.83,91.14,84.56,87.92,74.73,79.11,68.48,79.17,0,99,1,2,0,97.75,Integrity,Demonstrates effort and perseverance,AO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0565,2025-2026,Grade 9,C,2,73.74,77.47,94.59,80.09,88.47,92.07,92.22,74.11,84.09,0,100,0,2,0,99.0,Compassion,Practices honesty,AO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,3,1,1,0
ST-0566,2024-2025,Grade 4,C,2,92.22,97.27,94.42,96.82,88.67,98.33,94.26,89.9,93.99,0,100,0,1,0,99.5,Responsibility,Completes assignments on time,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,6,1,1,1
ST-0567,2025-2026,Grade 4,C,3,76.3,91.75,84.99,73.29,91.01,86.07,84.12,82.14,83.71,0,99,1,2,1,97.75,Respect,Practices honesty,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0568,2024-2025,Grade 9,C,2,67.79,66.17,81.52,82.85,79.75,87.73,88.67,71.13,78.2,0,100,0,1,0,99.5,Respect,Demonstrates effort and perseverance,RO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,0,1,1,0
ST-0569,2025-2026,Grade 7,C,2,75.41,75.14,73.53,63.67,75.85,84.5,84.67,92.86,78.2,0,99,1,2,1,97.75,Compassion,Practices honesty,AO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0570,2025-2026,Grade 4,D,1,76.73,63.64,68.34,85.34,82.65,100.0,89.83,83.38,81.24,0,99,1,2,0,97.75,Respect,Demonstrates effort and perseverance,SO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,1,1,1,1
ST-0571,2024-2025,Grade 8,B,4,70.7,66.35,79.31,79.18,76.51,81.47,75.56,71.16,75.03,1,99,1,1,1,98.25,Integrity,Practices honesty,NO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0572,2024-2025,Grade 7,B,4,65.28,73.42,59.26,50.0,68.44,68.73,65.45,50.0,62.57,3,96,4,2,1,94.0,Respect,Practices honesty,NO,4,Demonstrates positive effort in class,Academic Monitoring,2025-04-15,Low attendance and poor engagement,Not Yet Evaluated,False,At Risk,3.99999999996,1.99999999998,0,1,1,1
ST-0573,2024-2025,Grade 6,D,4,62.18,68.58,72.56,67.24,72.31,70.66,72.69,74.32,70.07,2,95,5,3,2,92.25,Responsibility,Completes assignments on time,RO,4,Improving steadily in class participation,Counseling,2025-04-15,Parent/guardian concern about performance,Worsened,True,At Risk,4.99999999995,2.99999999997,0,1,1,1
ST-0574,2025-2026,Grade 5,D,1,80.42,91.89,77.09,96.2,79.67,88.82,78.4,83.38,84.48,0,99,1,1,0,98.25,Excellence,Shows respect to teachers and peers,AO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,2,1,1,0
ST-0575,2024-2025,Grade 10,B,1,73.07,73.63,66.07,66.46,83.49,73.63,81.38,77.77,74.44,1,100,0,1,0,99.5,Integrity,Demonstrates effort and perseverance,RO,1,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,0,1,1,1
ST-0576,2024-2025,Grade 7,D,2,69.09,71.64,64.76,72.1,78.95,64.25,84.57,78.73,73.01,2,100,0,1,1,99.5,Excellence,Displays kindness and empathy,SO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,0,1,1,1
ST-0577,2025-2026,Grade 8,D,4,71.24,78.73,71.6,75.29,88.02,90.01,77.17,63.5,76.94,0,99,1,1,0,98.25,Compassion,Demonstrates effort and perseverance,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0578,2024-2025,Grade 6,C,2,88.93,76.61,79.68,88.8,74.88,91.9,88.93,69.08,82.35,0,100,0,2,0,99.0,Excellence,Demonstrates effort and perseverance,SO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,1,1,1,0
ST-0579,2024-2025,Grade 10,D,2,63.03,66.42,64.05,87.54,75.91,67.06,64.9,81.58,71.31,2,99,1,1,0,98.25,Respect,Practices honesty,SO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0580,2025-2026,Grade 4,A,2,93.78,81.17,89.14,76.87,79.78,89.51,98.18,84.5,86.62,0,100,0,0,0,100.0,Respect,Displays kindness and empathy,AO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.0,2,1,1,0
ST-0581,2024-2025,Grade 10,A,3,67.64,71.42,68.66,68.29,87.25,85.81,70.92,64.54,73.07,2,100,0,0,1,100.0,Compassion,Completes assignments on time,RO,3,Improving steadily in class participation,Mentoring,2025-03-15,Frequent absences and missing assignments,Ongoing,True,At Risk,0.0,0.0,0,1,1,1
ST-0582,2025-2026,Grade 5,A,2,72.5,77.08,79.76,72.4,72.21,79.28,81.18,82.38,77.1,1,100,0,0,0,100.0,Integrity,Practices honesty,RO,2,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,0.0,0,1,1,1
ST-0583,2024-2025,Grade 4,A,4,76.23,92.54,77.71,92.33,83.05,100.0,72.9,86.55,85.16,0,99,1,0,0,98.75,Excellence,Completes assignments on time,SO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,3,1,1,0
ST-0584,2024-2025,Grade 9,A,4,69.41,84.55,78.1,67.67,86.76,59.18,69.82,63.13,72.33,2,99,1,0,1,98.75,Compassion,Practices honesty,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0585,2025-2026,Grade 7,D,4,82.33,73.73,81.38,87.87,67.37,66.65,81.41,60.12,75.11,1,99,1,1,1,98.25,Respect,Demonstrates effort and perseverance,AO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0586,2024-2025,Grade 6,A,3,81.33,100.0,85.91,92.35,79.54,85.75,89.19,87.23,87.66,0,99,1,2,1,97.75,Excellence,Practices honesty,RO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0587,2024-2025,Grade 5,A,2,83.2,72.18,83.5,72.17,78.54,86.84,78.62,81.37,79.55,0,94,6,1,0,92.0,Excellence,Demonstrates effort and perseverance,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,5.99999999994,0.99999999999,0,1,1,1
ST-0588,2025-2026,Grade 5,B,1,78.57,80.36,86.84,76.78,73.21,90.02,85.92,81.17,81.61,0,99,1,0,1,98.75,Excellence,Practices honesty,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0589,2025-2026,Grade 8,D,3,77.46,86.62,87.46,81.63,85.91,81.26,88.04,84.51,84.11,0,99,1,2,0,97.75,Compassion,Displays kindness and empathy,RO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,0,1,1,0
ST-0590,2025-2026,Grade 7,B,1,61.08,65.89,82.02,84.39,69.72,77.14,88.98,63.62,74.11,2,100,0,1,1,99.5,Responsibility,Practices honesty,SO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,0,1,1,1
ST-0591,2024-2025,Grade 5,A,3,96.81,74.63,90.89,88.65,89.68,77.36,100.0,91.49,88.69,0,99,1,0,0,98.75,Respect,Shows respect to teachers and peers,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,4,1,1,0
ST-0592,2025-2026,Grade 4,A,2,78.95,94.72,80.93,91.33,75.59,97.11,72.75,77.3,83.58,0,99,1,1,1,98.25,Excellence,Demonstrates effort and perseverance,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,3,1,1,0
ST-0593,2024-2025,Grade 10,D,3,80.02,85.61,84.05,79.7,75.33,87.84,89.56,83.57,83.21,0,99,1,0,1,98.75,Responsibility,Practices honesty,AO,3,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0594,2025-2026,Grade 5,A,1,72.47,66.57,66.98,65.84,62.03,57.54,63.72,80.4,66.94,3,97,3,2,3,95.25,Excellence,Demonstrates effort and perseverance,NO,1,Needs follow-up on attendance and punctuality,Mentoring,2025-01-15,Low attendance and poor engagement,No Change,False,At Risk,2.99999999997,1.99999999998,0,1,1,1
ST-0595,2024-2025,Grade 5,A,4,71.66,85.29,68.71,96.62,80.34,100.0,90.55,88.61,85.22,0,100,0,2,1,99.0,Respect,Demonstrates effort and perseverance,AO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,3,1,1,0
ST-0596,2025-2026,Grade 7,D,4,68.56,69.59,75.81,71.7,85.75,83.27,77.93,88.54,77.64,0,100,0,2,0,99.0,Integrity,Practices honesty,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0597,2024-2025,Grade 7,D,2,70.38,75.78,85.67,80.8,83.52,75.29,71.74,74.22,77.17,1,99,1,2,1,97.75,Compassion,Displays kindness and empathy,NO,2,Requires regular monitoring for academic progress,Academic Monitoring,2025-02-15,Need for academic support and monitoring,Ongoing,True,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0598,2024-2025,Grade 4,B,3,66.38,68.48,79.79,83.12,58.71,95.63,88.43,85.57,78.26,0,95,5,3,3,92.25,Excellence,Displays kindness and empathy,SO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,4.99999999995,2.99999999997,1,1,1,0
ST-0599,2024-2025,Grade 7,B,3,73.03,63.94,64.09,70.87,68.82,64.46,74.8,66.06,68.26,3,99,1,0,0,98.75,Responsibility,Shows respect to teachers and peers,SO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0600,2024-2025,Grade 8,A,2,67.74,62.73,70.58,64.37,80.81,81.77,83.74,69.48,72.65,2,99,1,2,0,97.75,Respect,Shows respect to teachers and peers,RO,2,Shows potential but needs more consistency,Academic Monitoring,2025-02-15,Behavior concerns affecting learning,Ongoing,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0601,2025-2026,Grade 7,B,4,88.18,76.55,88.31,71.38,80.2,73.19,97.89,80.32,82.0,0,99,1,0,1,98.75,Respect,Practices honesty,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0602,2024-2025,Grade 4,B,2,85.99,90.02,86.06,85.76,80.6,92.13,81.55,81.01,85.39,0,100,0,2,1,99.0,Excellence,Displays kindness and empathy,AO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0603,2025-2026,Grade 8,B,4,72.07,74.76,86.98,78.47,78.12,81.13,62.6,67.91,75.25,0,100,0,2,0,99.0,Excellence,Completes assignments on time,RO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0604,2024-2025,Grade 7,C,3,77.34,74.02,82.41,83.96,84.04,90.12,87.57,78.47,82.24,0,100,0,0,0,100.0,Excellence,Practices honesty,RO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0605,2025-2026,Grade 10,A,4,81.43,81.66,87.8,77.37,73.1,87.9,83.3,89.93,82.81,0,99,1,3,3,97.25,Compassion,Completes assignments on time,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,2.99999999997,0,1,1,0
ST-0606,2025-2026,Grade 7,B,4,58.52,61.19,78.06,60.65,62.59,62.88,64.81,76.56,65.66,3,94,6,5,3,90.0,Integrity,Demonstrates effort and perseverance,SO,4,Needs follow-up on attendance and punctuality,Behavioral Monitoring,2025-04-15,Behavior concerns affecting learning,Improved,,At Risk,5.99999999994,4.99999999995,0,1,1,1
ST-0607,2024-2025,Grade 6,A,3,93.85,78.97,81.51,63.86,79.53,79.74,81.63,81.3,80.05,0,99,1,1,0,98.25,Respect,Displays kindness and empathy,NO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0608,2025-2026,Grade 4,D,2,66.12,53.24,73.21,59.06,86.77,69.59,67.44,71.4,68.35,3,100,0,1,1,99.5,Excellence,Displays kindness and empathy,AO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,0,1,1,0
ST-0609,2025-2026,Grade 9,C,4,78.57,79.56,63.16,75.43,69.42,73.19,69.12,74.14,72.82,1,94,6,0,3,92.5,Responsibility,Displays kindness and empathy,RO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,5.99999999994,0.0,0,1,1,1
ST-0610,2025-2026,Grade 6,A,1,76.86,85.77,81.94,84.25,75.39,80.92,76.67,77.96,79.97,1,100,0,0,0,100.0,Respect,Completes assignments on time,NO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.0,0.0,0,1,1,1
ST-0611,2024-2025,Grade 6,A,1,91.97,92.56,82.18,83.9,91.89,88.6,87.9,72.42,86.43,0,99,1,0,1,98.75,Excellence,Displays kindness and empathy,RO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,3,1,1,0
ST-0612,2025-2026,Grade 4,D,1,81.92,78.53,98.63,93.92,99.82,84.59,98.72,87.31,90.43,0,100,0,0,0,100.0,Responsibility,Shows respect to teachers and peers,NO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,4,1,1,0
ST-0613,2024-2025,Grade 5,A,1,85.86,70.36,81.64,89.72,74.53,67.72,71.58,75.85,77.16,0,99,1,1,0,98.25,Integrity,Completes assignments on time,SO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0614,2025-2026,Grade 6,B,4,83.16,96.19,94.64,77.48,84.96,97.4,90.95,85.84,88.83,0,99,1,2,1,97.75,Excellence,Shows respect to teachers and peers,SO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,4,1,1,0
ST-0615,2024-2025,Grade 9,A,2,78.78,77.29,85.03,100.0,70.93,77.25,79.92,67.06,79.53,0,100,0,0,0,100.0,Respect,Displays kindness and empathy,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0616,2025-2026,Grade 7,C,4,84.44,91.6,86.08,78.98,74.36,82.39,83.04,81.43,82.79,0,100,0,0,1,100.0,Compassion,Completes assignments on time,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0617,2024-2025,Grade 6,B,3,61.98,65.19,63.42,62.43,66.69,64.36,62.93,70.77,64.72,3,100,0,0,1,100.0,Excellence,Demonstrates effort and perseverance,AO,3,Improving steadily in class participation,Parent/Guardian Conference,2025-03-15,Low attendance and poor engagement,Worsened,,At Risk,0.0,0.0,0,1,1,1
ST-0618,2024-2025,Grade 6,C,3,88.55,72.58,95.27,86.82,89.75,82.56,84.02,100.0,87.44,0,99,1,2,1,97.75,Excellence,Completes assignments on time,SO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0619,2024-2025,Grade 5,A,3,79.53,92.9,89.98,97.5,83.77,78.23,84.88,79.79,85.82,0,100,0,1,1,99.5,Respect,Practices honesty,SO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0620,2024-2025,Grade 5,C,1,75.37,83.31,75.67,89.83,83.92,83.03,91.61,82.27,83.13,0,99,1,0,0,98.75,Excellence,Practices honesty,NO,1,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,1,1,1,1
ST-0621,2024-2025,Grade 9,B,2,72.06,85.25,69.37,76.78,71.71,81.03,87.21,85.21,78.58,0,94,6,3,2,91.0,Compassion,Demonstrates effort and perseverance,RO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,5.99999999994,2.99999999997,0,1,1,0
ST-0622,2024-2025,Grade 10,D,2,78.84,88.57,90.34,78.49,90.56,74.14,75.49,77.13,81.69,0,99,1,2,1,97.75,Responsibility,Completes assignments on time,RO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
